DATE,T10YIE
2021-11-30,2.5
2021-12-01,2.44
2021-12-02,2.47
2021-12-03,2.43
2021-12-06,2.44
2021-12-07,2.47
2021-12-08,2.52
2021-12-09,2.47
2021-12-10,2.44
2021-12-13,2.4
2021-12-14,2.37
2021-12-15,2.39
2021-12-16,2.42
2021-12-17,2.38
2021-12-20,2.39
2021-12-21,2.44
2021-12-22,2.47
2021-12-23,2.47
2021-12-24,.
2021-12-27,2.5
2021-12-28,2.5
2021-12-29,2.53
2021-12-30,2.58
2021-12-31,2.56
2022-01-03,2.6
2022-01-04,2.57
2022-01-05,2.53
2022-01-06,2.46
2022-01-07,2.48
2022-01-10,2.48
2022-01-11,2.54
2022-01-12,2.48
2022-01-13,2.43
2022-01-14,2.44
2022-01-17,.
2022-01-18,2.46
2022-01-19,2.4
2022-01-20,2.33
2022-01-21,2.34
2022-01-24,2.38
2022-01-25,2.41
2022-01-26,2.38
2022-01-27,2.4
2022-01-28,2.44
2022-01-31,2.44
2022-02-01,2.43
2022-02-02,2.41
2022-02-03,2.38
2022-02-04,2.41
2022-02-07,2.4
2022-02-08,2.42
2022-02-09,2.42
2022-02-10,2.45
2022-02-11,2.43
2022-02-14,2.48
2022-02-15,2.48
2022-02-16,2.46
2022-02-17,2.43
2022-02-18,2.41
2022-02-21,.
2022-02-22,2.45
2022-02-23,2.53
2022-02-24,2.55
2022-02-25,2.54
2022-02-28,2.62
2022-03-01,2.62
2022-03-02,2.71
2022-03-03,2.69
2022-03-04,2.67
2022-03-07,2.77
2022-03-08,2.9
2022-03-09,2.84
2022-03-10,2.86
2022-03-11,2.94
2022-03-14,2.93
2022-03-15,2.84
2022-03-16,2.8
2022-03-17,2.91
2022-03-18,2.86
2022-03-21,2.9
2022-03-22,2.91
2022-03-23,2.94
2022-03-24,2.92
2022-03-25,2.95
2022-03-28,2.95
2022-03-29,2.86
2022-03-30,2.86
2022-03-31,2.84
2022-04-01,2.8
2022-04-04,2.8
2022-04-05,2.84
2022-04-06,2.83
2022-04-07,2.82
2022-04-08,2.87
2022-04-11,2.91
2022-04-12,2.86
2022-04-13,2.8
2022-04-14,2.89
2022-04-15,.
2022-04-18,2.92
2022-04-19,2.93
2022-04-20,2.92
2022-04-21,3.02
2022-04-22,2.98
2022-04-25,2.91
2022-04-26,2.85
2022-04-27,2.88
2022-04-28,2.97
2022-04-29,2.88
2022-05-02,2.81
2022-05-03,2.83
2022-05-04,2.86
2022-05-05,2.87
2022-05-06,2.86
2022-05-09,2.75
2022-05-10,2.65
2022-05-11,2.7
2022-05-12,2.59
2022-05-13,2.69
2022-05-16,2.68
2022-05-17,2.71
2022-05-18,2.72
2022-05-19,2.59
2022-05-20,2.55
2022-05-23,2.6
2022-05-24,2.55
2022-05-25,2.56
2022-05-26,2.62
2022-05-27,2.63
2022-05-30,.
2022-05-31,2.64
2022-06-01,2.65
2022-06-02,2.66
2022-06-03,2.74
2022-06-06,2.76
2022-06-07,2.73
2022-06-08,2.75
2022-06-09,2.75
2022-06-10,2.76
2022-06-13,2.74
2022-06-14,2.6
2022-06-15,2.7
2022-06-16,2.62
2022-06-17,2.58
2022-06-20,.
2022-06-21,2.61
2022-06-22,2.54
2022-06-23,2.5
2022-06-24,2.56
2022-06-27,2.55
2022-06-28,2.48
2022-06-29,2.36
2022-06-30,2.33
2022-07-01,2.34
2022-07-04,.
2022-07-05,2.3
2022-07-06,2.29
2022-07-07,2.33
2022-07-08,2.37
2022-07-11,2.32
2022-07-12,2.32
2022-07-13,2.31
2022-07-14,2.34
2022-07-15,2.36
2022-07-18,2.37
2022-07-19,2.39
2022-07-20,2.38
2022-07-21,2.33
2022-07-22,2.34
2022-07-25,2.36
2022-07-26,2.36
2022-07-27,2.42
2022-07-28,2.48
2022-07-29,2.53
2022-08-01,2.51
2022-08-02,2.48
2022-08-03,2.5
2022-08-04,2.46
2022-08-05,2.46
2022-08-08,2.48
2022-08-09,2.47
2022-08-10,2.43
2022-08-11,2.47
2022-08-12,2.47
2022-08-15,2.44
2022-08-16,2.44
2022-08-17,2.46
