release_date,Average Daily Compound Score,Average Daily Compound Score ex 0s,Sum Composite Score,VIX,VIX x .01,VIX x .001
5/1/2022,0.023,0.095,0.665,33.400002,0.33400002,0.033400002
5/2/2022,-0.082,-0.148,-4.427,32.34,0.3234,0.03234
5/3/2022,0.053,0.097,3.314,29.25,0.2925,0.02925
5/4/2022,0.005,0.008,0.273,25.42,0.2542,0.02542
5/5/2022,0.063,0.11,4.088,31.200001,0.31200001,0.031200001
5/6/2022,-0.031,-0.054,-1.931,30.190001,0.30190001,0.030190001
5/7/2022,0.172,0.413,2.063,30.190001,0.30190001,0.030190001
5/8/2022,0.023,0.061,0.43,30.190001,0.30190001,0.030190001
5/9/2022,0.001,0.001,0.035,34.75,0.3475,0.03475
5/10/2022,-0.022,-0.033,-1.602,32.990002,0.32990002,0.032990002
5/11/2022,-0.081,-0.157,-4.699,32.560001,0.32560001,0.032560001
5/12/2022,-0.022,-0.033,-1.624,31.77,0.3177,0.03177
5/13/2022,0.062,0.12,4.43,28.870001,0.28870001,0.028870001
5/14/2022,-0.001,-0.002,-0.022,28.870001,0.28870001,0.028870001
5/15/2022,-0.191,-0.334,-1.338,28.870001,0.28870001,0.028870001
5/16/2022,-0.092,-0.144,-5.321,27.469999,0.27469999,0.027469999
5/17/2022,0.128,0.219,7.657,26.1,0.261,0.0261
5/18/2022,-0.039,-0.073,-2.195,30.959999,0.30959999,0.030959999
5/19/2022,-0.046,-0.079,-2.694,29.35,0.2935,0.02935
5/20/2022,-0.009,-0.013,-0.635,29.43,0.2943,0.02943
5/21/2022,0.124,0.33,0.989,29.43,0.2943,0.02943
5/22/2022,0.144,0.375,1.873,29.43,0.2943,0.02943
5/23/2022,0.024,0.041,1.271,28.48,0.2848,0.02848
5/24/2022,-0.032,-0.054,-1.935,29.450001,0.29450001,0.029450001
5/25/2022,0.061,0.117,3.288,28.370001,0.28370001,0.028370001
5/26/2022,0.009,0.016,0.431,27.5,0.275,0.0275
5/27/2022,0.065,0.094,4.21,25.719999,0.25719999,0.025719999
5/28/2022,-0.112,-0.224,-0.447,25.719999,0.25719999,0.025719999
5/29/2022,0.153,0.535,1.069,25.719999,0.25719999,0.025719999
5/30/2022,0.062,0.177,1.24,25.719999,0.25719999,0.025719999
5/31/2022,-0.024,-0.046,-1.601,26.190001,0.26190001,0.026190001
6/1/2022,0.085,0.156,4.676,25.690001,0.25690001,0.025690001
6/2/2022,0.022,0.03,1.437,24.719999,0.24719999,0.024719999
6/3/2022,0.037,0.061,2.882,24.790001,0.24790001,0.024790001
6/4/2022,-0.12,-0.2,-0.601,24.790001,0.24790001,0.024790001
6/5/2022,-0.038,-0.095,-0.19,24.790001,0.24790001,0.024790001
6/6/2022,0.105,0.178,5.335,25.07,0.2507,0.02507
6/7/2022,0.087,0.162,4.548,24.02,0.2402,0.02402
6/8/2022,0.008,0.017,0.431,23.959999,0.23959999,0.023959999
6/9/2022,-0.029,-0.065,-1.441,26.09,0.2609,0.02609
6/10/2022,0.029,0.045,1.675,27.75,0.2775,0.02775
6/11/2022,0.199,0.256,1.795,27.75,0.2775,0.02775
6/12/2022,0.003,0.004,0.068,27.75,0.2775,0.02775
6/13/2022,0.045,0.064,2.414,34.02,0.3402,0.03402
6/14/2022,-0.022,-0.05,-1.192,32.689999,0.32689999,0.032689999
6/15/2022,0.046,0.104,3.002,29.620001,0.29620001,0.029620001
6/16/2022,-0.034,-0.061,-1.896,32.950001,0.32950001,0.032950001
6/17/2022,0.004,0.008,0.256,31.129999,0.31129999,0.031129999
6/18/2022,-0.159,-0.278,-1.112,31.129999,0.31129999,0.031129999
6/19/2022,0,0,-0.001,31.129999,0.31129999,0.031129999
6/20/2022,0.074,0.13,1.561,31.129999,0.31129999,0.031129999
6/21/2022,0.132,0.198,7.136,30.190001,0.30190001,0.030190001
6/22/2022,-0.029,-0.052,-1.658,28.950001,0.28950001,0.028950001
6/23/2022,0.044,0.088,2.28,29.049999,0.29049999,0.029049999
6/24/2022,0.068,0.118,4.12,27.23,0.2723,0.02723
6/25/2022,0.076,0.171,0.685,27.23,0.2723,0.02723
6/26/2022,0.055,0.094,0.655,27.23,0.2723,0.02723
6/27/2022,-0.061,-0.123,-2.701,26.950001,0.26950001,0.026950001
6/28/2022,0.029,0.052,1.519,28.360001,0.28360001,0.028360001
6/29/2022,-0.015,-0.026,-0.768,28.16,0.2816,0.02816
6/30/2022,-0.088,-0.168,-5.725,28.709999,0.28709999,0.028709999
7/1/2022,0.037,0.068,2.238,26.700001,0.26700001,0.026700001
7/2/2022,-0.049,-0.089,-0.445,26.700001,0.26700001,0.026700001
7/3/2022,0.077,0.23,0.459,26.700001,0.26700001,0.026700001
7/4/2022,-0.075,-0.158,-1.42,26.700001,0.26700001,0.026700001
7/5/2022,-0.01,-0.018,-0.543,27.540001,0.27540001,0.027540001
7/6/2022,0.043,0.071,2.403,26.73,0.2673,0.02673
7/7/2022,0.038,0.056,2.182,26.08,0.2608,0.02608
7/8/2022,0.077,0.152,5.623,24.639999,0.24639999,0.024639999
7/9/2022,0.023,0.052,0.521,24.639999,0.24639999,0.024639999
7/10/2022,0.029,0.072,0.143,24.639999,0.24639999,0.024639999
7/11/2022,0.007,0.015,0.486,26.17,0.2617,0.02617
7/12/2022,-0.014,-0.027,-0.861,27.290001,0.27290001,0.027290001
7/13/2022,-0.066,-0.111,-3.548,26.82,0.2682,0.02682
7/14/2022,0.027,0.05,1.787,26.4,0.264,0.0264
7/15/2022,0.054,0.089,3.387,24.23,0.2423,0.02423
7/16/2022,0,0,0,24.23,0.2423,0.02423
7/17/2022,0.153,0.612,0.612,24.23,0.2423,0.02423
7/18/2022,0.022,0.041,1.462,25.299999,0.25299999,0.025299999
7/19/2022,-0.007,-0.012,-0.361,24.5,0.245,0.0245
7/20/2022,-0.007,-0.01,-0.377,23.879999,0.23879999,0.023879999
7/21/2022,0.073,0.155,4.481,23.110001,0.23110001,0.023110001
7/22/2022,0.049,0.092,3.112,23.030001,0.23030001,0.023030001
7/23/2022,0.153,0.307,0.613,23.030001,0.23030001,0.023030001
7/24/2022,0.125,0.25,0.25,23.030001,0.23030001,0.023030001
7/25/2022,0.007,0.013,0.403,23.360001,0.23360001,0.023360001
7/26/2022,0.067,0.123,4.194,24.690001,0.24690001,0.024690001
7/27/2022,0.049,0.076,3.096,23.24,0.2324,0.02324
7/28/2022,0.077,0.109,5.539,22.33,0.2233,0.02233
7/29/2022,0.174,0.257,10.796,21.33,0.2133,0.02133
7/30/2022,0.1,0.224,1.794,21.33,0.2133,0.02133
7/31/2022,0.086,0.288,0.863,21.33,0.2133,0.02133
8/1/2022,0.017,0.048,0.765,22.84,0.2284,0.02284
8/2/2022,0.089,0.164,5.077,23.93,0.2393,0.02393
8/3/2022,0.102,0.195,6.239,21.950001,0.21950001,0.021950001
8/4/2022,0.033,0.058,2.304,21.440001,0.21440001,0.021440001
8/5/2022,0.079,0.147,5.135,21.15,0.2115,0.02115
8/6/2022,0.167,0.3,1.501,21.15,0.2115,0.02115
8/7/2022,-0.084,-0.168,-0.672,21.15,0.2115,0.02115
8/8/2022,0.089,0.172,4.472,21.290001,0.21290001,0.021290001
8/9/2022,0.066,0.11,3.288,21.77,0.2177,0.02177
8/10/2022,-0.001,-0.002,-0.04,19.74,0.1974,0.01974
8/11/2022,0.015,0.028,0.815,20.200001,0.20200001,0.020200001
8/12/2022,0.013,0.029,0.576,19.530001,0.19530001,0.019530001
8/13/2022,0.119,0.477,0.477,19.530001,0.19530001,0.019530001
8/14/2022,0.054,0.123,1.233,19.530001,0.19530001,0.019530001
8/15/2022,0.006,0.019,0.225,19.950001,0.19950001,0.019950001
8/16/2022,0.022,0.037,0.854,19.690001,0.19690001,0.019690001
8/17/2022,0.038,0.069,1.787,19.9,0.199,0.0199
8/18/2022,-0.015,-0.024,-0.635,19.559999,0.19559999,0.019559999
8/19/2022,0.068,0.111,3.896,20.6,0.206,0.0206
8/20/2022,-0.13,-0.173,-0.519,20.6,0.206,0.0206
8/21/2022,0.196,0.294,1.175,20.6,0.206,0.0206
8/22/2022,-0.026,-0.053,-1.158,23.799999,0.23799999,0.023799999
8/23/2022,-0.025,-0.039,-1.261,24.110001,0.24110001,0.024110001
8/24/2022,0.007,0.012,0.41,24.110001,0.24110001,0.024110001
